year,round,from_country_id,from_country,to_country_id,to_country,total_points,tele_points,jury_points,place_final,identifier
2021,final,ua,Ukraine,fr,France,15,5,10,2,2021_final_fr
2021,final,ua,Ukraine,ch,Switzerland,15,7,8,3,2021_final_ch
2021,final,ua,Ukraine,is,Iceland,10,6,4,4,2021_final_is
2021,final,ua,Ukraine,ua,Ukraine,0,0,0,5,2021_final_ua
2021,final,ua,Ukraine,fi,Finland,8,8,0,6,2021_final_fi
2021,final,ua,Ukraine,mt,Malta,5,0,5,7,2021_final_mt
2021,final,ua,Ukraine,lt,Lithuania,10,10,0,8,2021_final_lt
2021,final,ua,Ukraine,ru,Russia,4,4,0,9,2021_final_ru
2021,final,ua,Ukraine,gr,Greece,0,0,0,10,2021_final_gr
2021,final,ua,Ukraine,bg,Bulgaria,0,0,0,11,2021_final_bg
2021,final,ua,Ukraine,pt,Portugal,2,0,2,12,2021_final_pt
2021,final,ua,Ukraine,md,Moldova,0,0,0,13,2021_final_md
2021,final,ua,Ukraine,se,Sweden,2,2,0,14,2021_final_se
2021,final,ua,Ukraine,rs,Serbia,0,0,0,15,2021_final_rs
2021,final,ua,Ukraine,cy,Cyprus,0,0,0,16,2021_final_cy
2021,final,ua,Ukraine,il,Israel,7,0,7,17,2021_final_il
2021,final,ua,Ukraine,no,Norway,1,0,1,18,2021_final_no
2021,final,ua,Ukraine,be,Belgium,7,1,6,19,2021_final_be
2021,final,ua,Ukraine,az,Azerbaijan,6,3,3,20,2021_final_az
2021,final,ua,Ukraine,al,Albania,0,0,0,21,2021_final_al
2021,final,ua,Ukraine,sm,San Marino,0,0,0,22,2021_final_sm
2021,final,ua,Ukraine,nl,Netherlands,0,0,0,23,2021_final_nl
2021,final,ua,Ukraine,es,Spain,0,0,0,24,2021_final_es
2021,final,ua,Ukraine,de,Germany,0,0,0,25,2021_final_de
2021,final,ua,Ukraine,gb,United Kingdom,0,0,0,26,2021_final_gb
2021,final,gb,United Kingdom,it,Italy,3,3,0,1,2021_final_it
2021,final,gb,United Kingdom,fr,France,17,5,12,2,2021_final_fr
2021,final,gb,United Kingdom,ch,Switzerland,9,1,8,3,2021_final_ch
2021,final,gb,United Kingdom,is,Iceland,20,10,10,4,2021_final_is
2021,final,gb,United Kingdom,ua,Ukraine,4,4,0,5,2021_final_ua
2021,final,gb,United Kingdom,fi,Finland,11,7,4,6,2021_final_fi
2021,final,gb,United Kingdom,mt,Malta,6,6,0,7,2021_final_mt
2021,final,gb,United Kingdom,lt,Lithuania,12,12,0,8,2021_final_lt
2021,final,gb,United Kingdom,ru,Russia,0,0,0,9,2021_final_ru
2021,final,gb,United Kingdom,gr,Greece,0,0,0,10,2021_final_gr
2021,final,gb,United Kingdom,bg,Bulgaria,13,8,5,11,2021_final_bg
2021,final,gb,United Kingdom,pt,Portugal,7,0,7,12,2021_final_pt
2021,final,gb,United Kingdom,md,Moldova,0,0,0,13,2021_final_md
2021,final,gb,United Kingdom,se,Sweden,0,0,0,14,2021_final_se
2021,final,gb,United Kingdom,rs,Serbia,0,0,0,15,2021_final_rs
2021,final,gb,United Kingdom,cy,Cyprus,0,0,0,16,2021_final_cy
2021,final,gb,United Kingdom,il,Israel,6,0,6,17,2021_final_il
2021,final,gb,United Kingdom,no,Norway,2,2,0,18,2021_final_no
2021,final,gb,United Kingdom,be,Belgium,1,0,1,19,2021_final_be
2021,final,gb,United Kingdom,az,Azerbaijan,0,0,0,20,2021_final_az
2021,final,gb,United Kingdom,al,Albania,0,0,0,21,2021_final_al
2021,final,gb,United Kingdom,sm,San Marino,3,0,3,22,2021_final_sm
2021,final,gb,United Kingdom,nl,Netherlands,0,0,0,23,2021_final_nl
2021,final,gb,United Kingdom,es,Spain,2,0,2,24,2021_final_es
2021,final,gb,United Kingdom,de,Germany,0,0,0,25,2021_final_de
2021,final,gb,United Kingdom,gb,United Kingdom,0,0,0,26,2021_final_gb
2021,semi-final-1,au,Australia,mt,Malta,22,10,12,NA,2021_semi-final-1_mt
2021,semi-final-1,au,Australia,ua,Ukraine,16,12,4,NA,2021_semi-final-1_ua
2021,semi-final-1,au,Australia,ru,Russia,14,7,7,NA,2021_semi-final-1_ru
2021,semi-final-1,au,Australia,lt,Lithuania,10,8,2,NA,2021_semi-final-1_lt
2021,semi-final-1,au,Australia,il,Israel,12,4,8,NA,2021_semi-final-1_il
2021,semi-final-1,au,Australia,cy,Cyprus,16,6,10,NA,2021_semi-final-1_cy
2021,semi-final-1,au,Australia,se,Sweden,6,0,6,NA,2021_semi-final-1_se
2021,semi-final-1,au,Australia,az,Azerbaijan,6,1,5,NA,2021_semi-final-1_az
2021,semi-final-1,au,Australia,be,Belgium,0,0,0,NA,2021_semi-final-1_be
2021,semi-final-1,au,Australia,no,Norway,4,3,1,NA,2021_semi-final-1_no
2021,semi-final-1,au,Australia,hr,Croatia,5,5,0,NA,2021_semi-final-1_hr
2021,semi-final-1,au,Australia,ro,Romania,0,0,0,NA,2021_semi-final-1_ro
2021,semi-final-1,au,Australia,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,au,Australia,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,au,Australia,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,au,Australia,ie,Ireland,5,2,3,NA,2021_semi-final-1_ie
2021,semi-final-1,az,Azerbaijan,mt,Malta,16,6,10,NA,2021_semi-final-1_mt
2021,semi-final-1,az,Azerbaijan,ua,Ukraine,15,7,8,NA,2021_semi-final-1_ua
2021,semi-final-1,az,Azerbaijan,ru,Russia,20,8,12,NA,2021_semi-final-1_ru
2021,semi-final-1,az,Azerbaijan,lt,Lithuania,3,3,0,NA,2021_semi-final-1_lt
2021,semi-final-1,az,Azerbaijan,il,Israel,13,12,1,NA,2021_semi-final-1_il
2021,semi-final-1,az,Azerbaijan,cy,Cyprus,4,4,0,NA,2021_semi-final-1_cy
2021,semi-final-1,az,Azerbaijan,se,Sweden,7,1,6,NA,2021_semi-final-1_se
2021,semi-final-1,az,Azerbaijan,az,Azerbaijan,0,0,0,NA,2021_semi-final-1_az
2021,semi-final-1,az,Azerbaijan,be,Belgium,2,0,2,NA,2021_semi-final-1_be
2021,semi-final-1,az,Azerbaijan,no,Norway,10,10,0,NA,2021_semi-final-1_no
2021,semi-final-1,az,Azerbaijan,hr,Croatia,7,2,5,NA,2021_semi-final-1_hr
2021,semi-final-1,az,Azerbaijan,ro,Romania,12,5,7,NA,2021_semi-final-1_ro
2021,semi-final-1,az,Azerbaijan,si,Slovenia,4,0,4,NA,2021_semi-final-1_si
2021,semi-final-1,az,Azerbaijan,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,az,Azerbaijan,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,az,Azerbaijan,ie,Ireland,3,0,3,NA,2021_semi-final-1_ie
2021,semi-final-1,be,Belgium,mt,Malta,20,12,8,NA,2021_semi-final-1_mt
2021,semi-final-1,be,Belgium,ua,Ukraine,20,10,10,NA,2021_semi-final-1_ua
2021,semi-final-1,be,Belgium,ru,Russia,14,2,12,NA,2021_semi-final-1_ru
2021,semi-final-1,be,Belgium,lt,Lithuania,10,8,2,NA,2021_semi-final-1_lt
2021,semi-final-1,be,Belgium,il,Israel,8,4,4,NA,2021_semi-final-1_il
2021,semi-final-1,be,Belgium,cy,Cyprus,3,3,0,NA,2021_semi-final-1_cy
2021,semi-final-1,be,Belgium,se,Sweden,13,7,6,NA,2021_semi-final-1_se
2021,semi-final-1,be,Belgium,az,Azerbaijan,5,5,0,NA,2021_semi-final-1_az
2021,semi-final-1,be,Belgium,be,Belgium,0,0,0,NA,2021_semi-final-1_be
2021,semi-final-1,be,Belgium,no,Norway,13,6,7,NA,2021_semi-final-1_no
2021,semi-final-1,be,Belgium,hr,Croatia,1,0,1,NA,2021_semi-final-1_hr
2021,semi-final-1,be,Belgium,ro,Romania,6,1,5,NA,2021_semi-final-1_ro
2021,semi-final-1,be,Belgium,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,be,Belgium,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,be,Belgium,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,be,Belgium,ie,Ireland,3,0,3,NA,2021_semi-final-1_ie
2021,semi-final-1,hr,Croatia,mt,Malta,19,7,12,NA,2021_semi-final-1_mt
2021,semi-final-1,hr,Croatia,ua,Ukraine,17,12,5,NA,2021_semi-final-1_ua
2021,semi-final-1,hr,Croatia,ru,Russia,18,10,8,NA,2021_semi-final-1_ru
2021,semi-final-1,hr,Croatia,lt,Lithuania,9,3,6,NA,2021_semi-final-1_lt
2021,semi-final-1,hr,Croatia,il,Israel,11,4,7,NA,2021_semi-final-1_il
2021,semi-final-1,hr,Croatia,cy,Cyprus,16,6,10,NA,2021_semi-final-1_cy
2021,semi-final-1,hr,Croatia,se,Sweden,1,0,1,NA,2021_semi-final-1_se
2021,semi-final-1,hr,Croatia,az,Azerbaijan,8,8,0,NA,2021_semi-final-1_az
2021,semi-final-1,hr,Croatia,be,Belgium,4,0,4,NA,2021_semi-final-1_be
2021,semi-final-1,hr,Croatia,no,Norway,2,2,0,NA,2021_semi-final-1_no
2021,semi-final-1,hr,Croatia,hr,Croatia,0,0,0,NA,2021_semi-final-1_hr
2021,semi-final-1,hr,Croatia,ro,Romania,3,0,3,NA,2021_semi-final-1_ro
2021,semi-final-1,hr,Croatia,si,Slovenia,5,5,0,NA,2021_semi-final-1_si
2021,semi-final-1,hr,Croatia,au,Australia,2,0,2,NA,2021_semi-final-1_au
2021,semi-final-1,hr,Croatia,mk,North Macedonia,1,1,0,NA,2021_semi-final-1_mk
2021,semi-final-1,hr,Croatia,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,cy,Cyprus,mt,Malta,20,8,12,NA,2021_semi-final-1_mt
2021,semi-final-1,cy,Cyprus,ua,Ukraine,6,6,0,NA,2021_semi-final-1_ua
2021,semi-final-1,cy,Cyprus,ru,Russia,15,7,8,NA,2021_semi-final-1_ru
2021,semi-final-1,cy,Cyprus,lt,Lithuania,15,12,3,NA,2021_semi-final-1_lt
2021,semi-final-1,cy,Cyprus,il,Israel,11,10,1,NA,2021_semi-final-1_il
2021,semi-final-1,cy,Cyprus,cy,Cyprus,0,0,0,NA,2021_semi-final-1_cy
2021,semi-final-1,cy,Cyprus,se,Sweden,10,3,7,NA,2021_semi-final-1_se
2021,semi-final-1,cy,Cyprus,az,Azerbaijan,4,4,0,NA,2021_semi-final-1_az
2021,semi-final-1,cy,Cyprus,be,Belgium,4,0,4,NA,2021_semi-final-1_be
2021,semi-final-1,cy,Cyprus,no,Norway,1,1,0,NA,2021_semi-final-1_no
2021,semi-final-1,cy,Cyprus,hr,Croatia,7,2,5,NA,2021_semi-final-1_hr
2021,semi-final-1,cy,Cyprus,ro,Romania,15,5,10,NA,2021_semi-final-1_ro
2021,semi-final-1,cy,Cyprus,si,Slovenia,6,0,6,NA,2021_semi-final-1_si
2021,semi-final-1,cy,Cyprus,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,cy,Cyprus,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,cy,Cyprus,ie,Ireland,2,0,2,NA,2021_semi-final-1_ie
2021,semi-final-1,de,Germany,mt,Malta,18,8,10,NA,2021_semi-final-1_mt
2021,semi-final-1,de,Germany,ua,Ukraine,18,10,8,NA,2021_semi-final-1_ua
2021,semi-final-1,de,Germany,ru,Russia,13,6,7,NA,2021_semi-final-1_ru
2021,semi-final-1,de,Germany,lt,Lithuania,16,12,4,NA,2021_semi-final-1_lt
2021,semi-final-1,de,Germany,il,Israel,8,5,3,NA,2021_semi-final-1_il
2021,semi-final-1,de,Germany,cy,Cyprus,6,1,5,NA,2021_semi-final-1_cy
2021,semi-final-1,de,Germany,se,Sweden,12,0,12,NA,2021_semi-final-1_se
2021,semi-final-1,de,Germany,az,Azerbaijan,2,2,0,NA,2021_semi-final-1_az
2021,semi-final-1,de,Germany,be,Belgium,3,3,0,NA,2021_semi-final-1_be
2021,semi-final-1,de,Germany,no,Norway,4,4,0,NA,2021_semi-final-1_no
2021,semi-final-1,de,Germany,hr,Croatia,9,7,2,NA,2021_semi-final-1_hr
2021,semi-final-1,de,Germany,ro,Romania,6,0,6,NA,2021_semi-final-1_ro
2021,semi-final-1,de,Germany,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,de,Germany,au,Australia,1,0,1,NA,2021_semi-final-1_au
2021,semi-final-1,de,Germany,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,de,Germany,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,ie,Ireland,mt,Malta,22,10,12,NA,2021_semi-final-1_mt
2021,semi-final-1,ie,Ireland,ua,Ukraine,14,8,6,NA,2021_semi-final-1_ua
2021,semi-final-1,ie,Ireland,ru,Russia,9,1,8,NA,2021_semi-final-1_ru
2021,semi-final-1,ie,Ireland,lt,Lithuania,17,12,5,NA,2021_semi-final-1_lt
2021,semi-final-1,ie,Ireland,il,Israel,5,5,0,NA,2021_semi-final-1_il
2021,semi-final-1,ie,Ireland,cy,Cyprus,10,6,4,NA,2021_semi-final-1_cy
2021,semi-final-1,ie,Ireland,se,Sweden,5,4,1,NA,2021_semi-final-1_se
2021,semi-final-1,ie,Ireland,az,Azerbaijan,7,0,7,NA,2021_semi-final-1_az
2021,semi-final-1,ie,Ireland,be,Belgium,0,0,0,NA,2021_semi-final-1_be
2021,semi-final-1,ie,Ireland,no,Norway,5,2,3,NA,2021_semi-final-1_no
2021,semi-final-1,ie,Ireland,hr,Croatia,17,7,10,NA,2021_semi-final-1_hr
2021,semi-final-1,ie,Ireland,ro,Romania,3,3,0,NA,2021_semi-final-1_ro
2021,semi-final-1,ie,Ireland,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,ie,Ireland,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,ie,Ireland,mk,North Macedonia,2,0,2,NA,2021_semi-final-1_mk
2021,semi-final-1,ie,Ireland,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,il,Israel,mt,Malta,18,10,8,NA,2021_semi-final-1_mt
2021,semi-final-1,il,Israel,ua,Ukraine,12,8,4,NA,2021_semi-final-1_ua
2021,semi-final-1,il,Israel,ru,Russia,18,12,6,NA,2021_semi-final-1_ru
2021,semi-final-1,il,Israel,lt,Lithuania,17,5,12,NA,2021_semi-final-1_lt
2021,semi-final-1,il,Israel,il,Israel,0,0,0,NA,2021_semi-final-1_il
2021,semi-final-1,il,Israel,cy,Cyprus,16,6,10,NA,2021_semi-final-1_cy
2021,semi-final-1,il,Israel,se,Sweden,7,2,5,NA,2021_semi-final-1_se
2021,semi-final-1,il,Israel,az,Azerbaijan,7,7,0,NA,2021_semi-final-1_az
2021,semi-final-1,il,Israel,be,Belgium,8,1,7,NA,2021_semi-final-1_be
2021,semi-final-1,il,Israel,no,Norway,6,4,2,NA,2021_semi-final-1_no
2021,semi-final-1,il,Israel,hr,Croatia,4,3,1,NA,2021_semi-final-1_hr
2021,semi-final-1,il,Israel,ro,Romania,0,0,0,NA,2021_semi-final-1_ro
2021,semi-final-1,il,Israel,si,Slovenia,3,0,3,NA,2021_semi-final-1_si
2021,semi-final-1,il,Israel,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,il,Israel,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,il,Israel,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,it,Italy,mt,Malta,14,6,8,NA,2021_semi-final-1_mt
2021,semi-final-1,it,Italy,ua,Ukraine,12,12,0,NA,2021_semi-final-1_ua
2021,semi-final-1,it,Italy,ru,Russia,12,7,5,NA,2021_semi-final-1_ru
2021,semi-final-1,it,Italy,lt,Lithuania,15,8,7,NA,2021_semi-final-1_lt
2021,semi-final-1,it,Italy,il,Israel,15,3,12,NA,2021_semi-final-1_il
2021,semi-final-1,it,Italy,cy,Cyprus,5,2,3,NA,2021_semi-final-1_cy
2021,semi-final-1,it,Italy,se,Sweden,4,0,4,NA,2021_semi-final-1_se
2021,semi-final-1,it,Italy,az,Azerbaijan,5,5,0,NA,2021_semi-final-1_az
2021,semi-final-1,it,Italy,be,Belgium,14,4,10,NA,2021_semi-final-1_be
2021,semi-final-1,it,Italy,no,Norway,7,1,6,NA,2021_semi-final-1_no
2021,semi-final-1,it,Italy,hr,Croatia,2,0,2,NA,2021_semi-final-1_hr
2021,semi-final-1,it,Italy,ro,Romania,10,10,0,NA,2021_semi-final-1_ro
2021,semi-final-1,it,Italy,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,it,Italy,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,it,Italy,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,it,Italy,ie,Ireland,1,0,1,NA,2021_semi-final-1_ie
2021,semi-final-1,lt,Lithuania,mt,Malta,13,7,6,NA,2021_semi-final-1_mt
2021,semi-final-1,lt,Lithuania,ua,Ukraine,24,12,12,NA,2021_semi-final-1_ua
2021,semi-final-1,lt,Lithuania,ru,Russia,8,8,0,NA,2021_semi-final-1_ru
2021,semi-final-1,lt,Lithuania,lt,Lithuania,0,0,0,NA,2021_semi-final-1_lt
2021,semi-final-1,lt,Lithuania,il,Israel,9,2,7,NA,2021_semi-final-1_il
2021,semi-final-1,lt,Lithuania,cy,Cyprus,8,4,4,NA,2021_semi-final-1_cy
2021,semi-final-1,lt,Lithuania,se,Sweden,8,5,3,NA,2021_semi-final-1_se
2021,semi-final-1,lt,Lithuania,az,Azerbaijan,3,3,0,NA,2021_semi-final-1_az
2021,semi-final-1,lt,Lithuania,be,Belgium,20,10,10,NA,2021_semi-final-1_be
2021,semi-final-1,lt,Lithuania,no,Norway,8,6,2,NA,2021_semi-final-1_no
2021,semi-final-1,lt,Lithuania,hr,Croatia,1,0,1,NA,2021_semi-final-1_hr
2021,semi-final-1,lt,Lithuania,ro,Romania,5,0,5,NA,2021_semi-final-1_ro
2021,semi-final-1,lt,Lithuania,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,lt,Lithuania,au,Australia,8,0,8,NA,2021_semi-final-1_au
2021,semi-final-1,lt,Lithuania,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,lt,Lithuania,ie,Ireland,1,1,0,NA,2021_semi-final-1_ie
2021,semi-final-1,mt,Malta,mt,Malta,0,0,0,NA,2021_semi-final-1_mt
2021,semi-final-1,mt,Malta,ua,Ukraine,11,4,7,NA,2021_semi-final-1_ua
2021,semi-final-1,mt,Malta,ru,Russia,3,2,1,NA,2021_semi-final-1_ru
2021,semi-final-1,mt,Malta,lt,Lithuania,11,7,4,NA,2021_semi-final-1_lt
2021,semi-final-1,mt,Malta,il,Israel,5,5,0,NA,2021_semi-final-1_il
2021,semi-final-1,mt,Malta,cy,Cyprus,20,12,8,NA,2021_semi-final-1_cy
2021,semi-final-1,mt,Malta,se,Sweden,20,10,10,NA,2021_semi-final-1_se
2021,semi-final-1,mt,Malta,az,Azerbaijan,14,8,6,NA,2021_semi-final-1_az
2021,semi-final-1,mt,Malta,be,Belgium,0,0,0,NA,2021_semi-final-1_be
2021,semi-final-1,mt,Malta,no,Norway,6,6,0,NA,2021_semi-final-1_no
2021,semi-final-1,mt,Malta,hr,Croatia,3,0,3,NA,2021_semi-final-1_hr
2021,semi-final-1,mt,Malta,ro,Romania,15,3,12,NA,2021_semi-final-1_ro
2021,semi-final-1,mt,Malta,si,Slovenia,5,0,5,NA,2021_semi-final-1_si
2021,semi-final-1,mt,Malta,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,mt,Malta,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,mt,Malta,ie,Ireland,3,1,2,NA,2021_semi-final-1_ie
2021,semi-final-1,nl,Netherlands,mt,Malta,19,12,7,NA,2021_semi-final-1_mt
2021,semi-final-1,nl,Netherlands,ua,Ukraine,16,10,6,NA,2021_semi-final-1_ua
2021,semi-final-1,nl,Netherlands,ru,Russia,17,5,12,NA,2021_semi-final-1_ru
2021,semi-final-1,nl,Netherlands,lt,Lithuania,11,8,3,NA,2021_semi-final-1_lt
2021,semi-final-1,nl,Netherlands,il,Israel,14,6,8,NA,2021_semi-final-1_il
2021,semi-final-1,nl,Netherlands,cy,Cyprus,1,1,0,NA,2021_semi-final-1_cy
2021,semi-final-1,nl,Netherlands,se,Sweden,7,2,5,NA,2021_semi-final-1_se
2021,semi-final-1,nl,Netherlands,az,Azerbaijan,6,4,2,NA,2021_semi-final-1_az
2021,semi-final-1,nl,Netherlands,be,Belgium,17,7,10,NA,2021_semi-final-1_be
2021,semi-final-1,nl,Netherlands,no,Norway,7,3,4,NA,2021_semi-final-1_no
2021,semi-final-1,nl,Netherlands,hr,Croatia,0,0,0,NA,2021_semi-final-1_hr
2021,semi-final-1,nl,Netherlands,ro,Romania,1,0,1,NA,2021_semi-final-1_ro
2021,semi-final-1,nl,Netherlands,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,nl,Netherlands,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,nl,Netherlands,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,nl,Netherlands,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,mk,North Macedonia,mt,Malta,20,10,10,NA,2021_semi-final-1_mt
2021,semi-final-1,mk,North Macedonia,ua,Ukraine,10,5,5,NA,2021_semi-final-1_ua
2021,semi-final-1,mk,North Macedonia,ru,Russia,15,8,7,NA,2021_semi-final-1_ru
2021,semi-final-1,mk,North Macedonia,lt,Lithuania,4,4,0,NA,2021_semi-final-1_lt
2021,semi-final-1,mk,North Macedonia,il,Israel,13,1,12,NA,2021_semi-final-1_il
2021,semi-final-1,mk,North Macedonia,cy,Cyprus,10,6,4,NA,2021_semi-final-1_cy
2021,semi-final-1,mk,North Macedonia,se,Sweden,1,0,1,NA,2021_semi-final-1_se
2021,semi-final-1,mk,North Macedonia,az,Azerbaijan,13,7,6,NA,2021_semi-final-1_az
2021,semi-final-1,mk,North Macedonia,be,Belgium,2,2,0,NA,2021_semi-final-1_be
2021,semi-final-1,mk,North Macedonia,no,Norway,2,0,2,NA,2021_semi-final-1_no
2021,semi-final-1,mk,North Macedonia,hr,Croatia,20,12,8,NA,2021_semi-final-1_hr
2021,semi-final-1,mk,North Macedonia,ro,Romania,0,0,0,NA,2021_semi-final-1_ro
2021,semi-final-1,mk,North Macedonia,si,Slovenia,6,3,3,NA,2021_semi-final-1_si
2021,semi-final-1,mk,North Macedonia,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,mk,North Macedonia,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,mk,North Macedonia,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,no,Norway,mt,Malta,20,8,12,NA,2021_semi-final-1_mt
2021,semi-final-1,no,Norway,ua,Ukraine,14,7,7,NA,2021_semi-final-1_ua
2021,semi-final-1,no,Norway,ru,Russia,7,4,3,NA,2021_semi-final-1_ru
2021,semi-final-1,no,Norway,lt,Lithuania,12,12,0,NA,2021_semi-final-1_lt
2021,semi-final-1,no,Norway,il,Israel,13,5,8,NA,2021_semi-final-1_il
2021,semi-final-1,no,Norway,cy,Cyprus,8,3,5,NA,2021_semi-final-1_cy
2021,semi-final-1,no,Norway,se,Sweden,20,10,10,NA,2021_semi-final-1_se
2021,semi-final-1,no,Norway,az,Azerbaijan,12,6,6,NA,2021_semi-final-1_az
2021,semi-final-1,no,Norway,be,Belgium,2,2,0,NA,2021_semi-final-1_be
2021,semi-final-1,no,Norway,no,Norway,0,0,0,NA,2021_semi-final-1_no
2021,semi-final-1,no,Norway,hr,Croatia,1,1,0,NA,2021_semi-final-1_hr
2021,semi-final-1,no,Norway,ro,Romania,2,0,2,NA,2021_semi-final-1_ro
2021,semi-final-1,no,Norway,si,Slovenia,4,0,4,NA,2021_semi-final-1_si
2021,semi-final-1,no,Norway,au,Australia,0,0,0,NA,2021_semi-final-1_au
2021,semi-final-1,no,Norway,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,no,Norway,ie,Ireland,1,0,1,NA,2021_semi-final-1_ie
2021,semi-final-1,ro,Romania,mt,Malta,20,8,12,NA,2021_semi-final-1_mt
2021,semi-final-1,ro,Romania,ua,Ukraine,22,12,10,NA,2021_semi-final-1_ua
2021,semi-final-1,ro,Romania,ru,Russia,10,5,5,NA,2021_semi-final-1_ru
2021,semi-final-1,ro,Romania,lt,Lithuania,14,6,8,NA,2021_semi-final-1_lt
2021,semi-final-1,ro,Romania,il,Israel,10,10,0,NA,2021_semi-final-1_il
2021,semi-final-1,ro,Romania,cy,Cyprus,7,4,3,NA,2021_semi-final-1_cy
2021,semi-final-1,ro,Romania,se,Sweden,4,0,4,NA,2021_semi-final-1_se
2021,semi-final-1,ro,Romania,az,Azerbaijan,7,7,0,NA,2021_semi-final-1_az
2021,semi-final-1,ro,Romania,be,Belgium,1,1,0,NA,2021_semi-final-1_be
2021,semi-final-1,ro,Romania,no,Norway,3,3,0,NA,2021_semi-final-1_no
2021,semi-final-1,ro,Romania,hr,Croatia,1,0,1,NA,2021_semi-final-1_hr
2021,semi-final-1,ro,Romania,ro,Romania,0,0,0,NA,2021_semi-final-1_ro
2021,semi-final-1,ro,Romania,si,Slovenia,7,0,7,NA,2021_semi-final-1_si
2021,semi-final-1,ro,Romania,au,Australia,2,0,2,NA,2021_semi-final-1_au
2021,semi-final-1,ro,Romania,mk,North Macedonia,8,2,6,NA,2021_semi-final-1_mk
2021,semi-final-1,ro,Romania,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
2021,semi-final-1,ru,Russia,mt,Malta,20,8,12,NA,2021_semi-final-1_mt
2021,semi-final-1,ru,Russia,ua,Ukraine,17,12,5,NA,2021_semi-final-1_ua
2021,semi-final-1,ru,Russia,ru,Russia,0,0,0,NA,2021_semi-final-1_ru
2021,semi-final-1,ru,Russia,lt,Lithuania,9,7,2,NA,2021_semi-final-1_lt
2021,semi-final-1,ru,Russia,il,Israel,14,4,10,NA,2021_semi-final-1_il
2021,semi-final-1,ru,Russia,cy,Cyprus,13,5,8,NA,2021_semi-final-1_cy
2021,semi-final-1,ru,Russia,se,Sweden,9,2,7,NA,2021_semi-final-1_se
2021,semi-final-1,ru,Russia,az,Azerbaijan,14,10,4,NA,2021_semi-final-1_az
2021,semi-final-1,ru,Russia,be,Belgium,9,3,6,NA,2021_semi-final-1_be
2021,semi-final-1,ru,Russia,no,Norway,6,6,0,NA,2021_semi-final-1_no
2021,semi-final-1,ru,Russia,hr,Croatia,3,0,3,NA,2021_semi-final-1_hr
2021,semi-final-1,ru,Russia,ro,Romania,0,0,0,NA,2021_semi-final-1_ro
2021,semi-final-1,ru,Russia,si,Slovenia,0,0,0,NA,2021_semi-final-1_si
2021,semi-final-1,ru,Russia,au,Australia,2,1,1,NA,2021_semi-final-1_au
2021,semi-final-1,ru,Russia,mk,North Macedonia,0,0,0,NA,2021_semi-final-1_mk
2021,semi-final-1,ru,Russia,ie,Ireland,0,0,0,NA,2021_semi-final-1_ie
